oil_urals,gdp_quart,gdp_quart_growth,cpi,ppi,gdp_deflator,balance_trade,balance_trade_growth,usdrub,eurrub,brent,net_capital_export,gdp_annual,gdp_annual_growth,average_provision_of_build_contract,average_provision_of_build_contract_moscow,rts,micex,micex_rgbi_tr,micex_cbi_tr,deposits_value,deposits_growth,deposits_rate,mortgage_value,mortgage_growth,mortgage_rate,grp,grp_growth,income_per_cap,real_dispos_income_per_cap_growth,salary,salary_growth,fixed_basket,retail_trade_turnover,retail_trade_turnover_per_cap,retail_trade_turnover_growth,labor_force,unemployment,employment,invest_fixed_capital_per_cap,invest_fixed_assets,profitable_enterpr_share,unprofitable_enterpr_share,share_own_revenues,overdue_wages_per_cap,fin_res_per_cap,marriages_per_1000_cap,divorce_rate,construction_value,invest_fixed_assets_phys,pop_natural_increase,pop_migration,pop_total_inc,childbirth,mortality,housing_fund_sqm,lodging_sqm_per_cap,water_pipes_share,baths_share,sewerage_share,gas_share,hot_water_share,electric_stove_share,heating_share,old_house_share,average_life_exp,infant_mortarity_per_1000_cap,perinatal_mort_per_1000_cap,incidence_population,rent_price_4+room_bus,rent_price_3room_bus,rent_price_2room_bus,rent_price_1room_bus,rent_price_3room_eco,rent_price_2room_eco,rent_price_1room_eco,load_of_teachers_preschool_per_teacher,child_on_acc_pre_school,load_of_teachers_school_per_teacher,students_state_oneshift,modern_education_share,old_education_build_share,provision_doctors,provision_nurse,load_on_doctors,power_clinics,hospital_beds_available_per_cap,hospital_bed_occupancy_per_year,provision_retail_space_sqm,provision_retail_space_modern_sqm,turnover_catering_per_cap,theaters_viewers_per_1000_cap,seats_theather_rfmin_per_100000_cap,museum_visitis_per_100_cap,bandwidth_sports,population_reg_sports_share,students_reg_sports_share,apartment_build,apartment_fund_sqm
100.959999084,13249.2998047,5.09999990463,345.200012207,406.200012207,86.7210006714,15.640999794,18.6000003815,29.1769008636,40.0965003967,111.25,-0.136524230242,46308.5,0.0450371354818,4.84999990463,6.01999998093,1874.76000977,1700.97998047,130.809997559,197.720001221,9729658,-0.00900280755013,4.40000009537,19901,1.48265969753,12.6300001144,9948.77246094,0.18779066205,42384.6015625,-0.00499999988824,44898.6992188,0.168917357922,12790.5498047,3322.04711914,286.95199585,106.599998474,6643.62597656,0.0140000004321,0.708000004292,73976.1953125,856.424072266,0.708000004292,0.291999995708,0.891477704048,53636.0,226.214157104,8.5,3.79999995232,549075.8125,106.599998474,1.10000002384,5.09999990463,6.19999980927,10.8000001907,9.69999980927,218.0,18.7720661163,99.9000015259,99.8000030518,99.5,43.9000015259,95.6999969482,55.2999992371,99.9000015259,0.300000011921,75.7900009155,6.19999980927,5.53000020981,715.099975586,189.759994507,82.2799987793,60.75,45.2299995422,44.4099998474,35.4799995422,28.2800006866,793.319580078,658,1391.7109375,89.0494995117,1252,1252,65.9000015259,99.5999984741,8180.75537109,375.799987793,846.0,302.0,741.0,271.0,6943.0,565.0,0.453559994698,1240.0,269768.0,22.3700008392,64.1200027466,23587.0,230310.0
100.959999084,13249.2998047,5.09999990463,345.200012207,406.200012207,86.7210006714,15.640999794,18.6000003815,28.9957008362,39.9786987305,111.36000061,-0.136524230242,46308.5,0.0450371354818,4.84999990463,6.01999998093,1901.14001465,1715.19995117,130.759994507,197.830001831,9729658,-0.00900280755013,4.40000009537,19901,1.48265969753,12.6300001144,9948.77246094,0.18779066205,42384.6015625,-0.00499999988824,44898.6992188,0.168917357922,12790.5498047,3322.04711914,286.95199585,106.599998474,6643.62597656,0.0140000004321,0.708000004292,73976.1953125,856.424072266,0.708000004292,0.291999995708,0.891477704048,53636.0,226.214157104,8.5,3.79999995232,549075.8125,106.599998474,1.10000002384,5.09999990463,6.19999980927,10.8000001907,9.69999980927,218.0,18.7720661163,99.9000015259,99.8000030518,99.5,43.9000015259,95.6999969482,55.2999992371,99.9000015259,0.300000011921,75.7900009155,6.19999980927,5.53000020981,715.099975586,189.759994507,82.2799987793,60.75,45.2299995422,44.4099998474,35.4799995422,28.2800006866,793.319580078,658,1391.7109375,89.0494995117,1251,1251,65.9000015259,99.5999984741,8180.75537109,375.799987793,846.0,302.0,741.0,271.0,6943.0,565.0,0.453559994698,1240.0,269768.0,22.3700008392,64.1200027466,23587.0,230310.0
100.959999084,13249.2998047,5.09999990463,345.200012207,406.200012207,86.7210006714,15.640999794,18.6000003815,28.8913002014,39.8129997253,112.13999939,-0.136524230242,46308.5,0.0450371354818,4.84999990463,6.01999998093,1932.81994629,1747.7199707,130.720001221,197.850006104,9729658,-0.00900280755013,4.40000009537,19901,1.48265969753,12.6300001144,9948.77246094,0.18779066205,42384.6015625,-0.00499999988824,44898.6992188,0.168917357922,12790.5498047,3322.04711914,286.95199585,106.599998474,6643.62597656,0.0140000004321,0.708000004292,73976.1953125,856.424072266,0.708000004292,0.291999995708,0.891477704048,53636.0,226.214157104,8.5,3.79999995232,549075.8125,106.599998474,1.10000002384,5.09999990463,6.19999980927,10.8000001907,9.69999980927,218.0,18.7720661163,99.9000015259,99.8000030518,99.5,43.9000015259,95.6999969482,55.2999992371,99.9000015259,0.300000011921,75.7900009155,6.19999980927,5.53000020981,715.099975586,189.759994507,82.2799987793,60.75,45.2299995422,44.4099998474,35.4799995422,28.2800006866,793.319580078,658,1391.7109375,89.0494995117,1250,1250,65.9000015259,99.5999984741,8180.75537109,375.799987793,846.0,302.0,741.0,271.0,6943.0,565.0,0.453559994698,1240.0,269768.0,22.3700008392,64.1200027466,23587.0,230310.0
100.959999084,13249.2998047,5.09999990463,345.200012207,406.200012207,86.7210006714,15.640999794,18.6000003815,28.8913002014,39.8129997253,112.13999939,-0.136524230242,46308.5,0.0450371354818,4.84999990463,6.01999998093,1932.81994629,1747.7199707,130.720001221,197.850006104,9729658,-0.00900280755013,4.40000009537,19901,1.48265969753,12.6300001144,9948.77246094,0.18779066205,42384.6015625,-0.00499999988824,44898.6992188,0.168917357922,12790.5498047,3322.04711914,286.95199585,106.599998474,6643.62597656,0.0140000004321,0.708000004292,73976.1953125,856.424072266,0.708000004292,0.291999995708,0.891477704048,53636.0,226.214157104,8.5,3.79999995232,549075.8125,106.599998474,1.10000002384,5.09999990463,6.19999980927,10.8000001907,9.69999980927,218.0,18.7720661163,99.9000015259,99.8000030518,99.5,43.9000015259,95.6999969482,55.2999992371,99.9000015259,0.300000011921,75.7900009155,6.19999980927,5.53000020981,715.099975586,189.759994507,82.2799987793,60.75,45.2299995422,44.4099998474,35.4799995422,28.2800006866,793.319580078,658,1391.7109375,89.0494995117,1249,1249,65.9000015259,99.5999984741,8180.75537109,375.799987793,846.0,302.0,741.0,271.0,6943.0,565.0,0.453559994698,1240.0,269768.0,22.3700008392,64.1200027466,23587.0,230310.0
100.959999084,13249.2998047,5.09999990463,345.200012207,406.200012207,86.7210006714,15.640999794,18.6000003815,28.8913002014,39.8129997253,112.13999939,-0.136524230242,46308.5,0.0450371354818,4.84999990463,6.01999998093,1932.81994629,1747.7199707,130.720001221,197.850006104,9729658,-0.00900280755013,4.40000009537,19901,1.48265969753,12.6300001144,9948.77246094,0.18779066205,42384.6015625,-0.00499999988824,44898.6992188,0.168917357922,12790.5498047,3322.04711914,286.95199585,106.599998474,6643.62597656,0.0140000004321,0.708000004292,73976.1953125,856.424072266,0.708000004292,0.291999995708,0.891477704048,53636.0,226.214157104,8.5,3.79999995232,549075.8125,106.599998474,1.10000002384,5.09999990463,6.19999980927,10.8000001907,9.69999980927,218.0,18.7720661163,99.9000015259,99.8000030518,99.5,43.9000015259,95.6999969482,55.2999992371,99.9000015259,0.300000011921,75.7900009155,6.19999980927,5.53000020981,715.099975586,189.759994507,82.2799987793,60.75,45.2299995422,44.4099998474,35.4799995422,28.2800006866,793.319580078,658,1391.7109375,89.0494995117,1257,1257,65.9000015259,99.5999984741,8180.75537109,375.799987793,846.0,302.0,741.0,271.0,6943.0,565.0,0.453559994698,1240.0,269768.0,22.3700008392,64.1200027466,23587.0,230310.0
100.959999084,13249.2998047,5.09999990463,345.200012207,406.200012207,86.7210006714,15.640999794,18.6000003815,28.8705005646,39.8302001953,111.800003052,-0.136524230242,46308.5,0.0450371354818,4.84999990463,6.01999998093,1969.91003418,1777.83996582,130.669998169,197.929992676,9729658,-0.00900280755013,4.40000009537,19901,1.48265969753,12.6300001144,9948.77246094,0.18779066205,42384.6015625,-0.00499999988824,44898.6992188,0.168917357922,12790.5498047,3322.04711914,286.95199585,106.599998474,6643.62597656,0.0140000004321,0.708000004292,73976.1953125,856.424072266,0.708000004292,0.291999995708,0.891477704048,53636.0,226.214157104,8.5,3.79999995232,549075.8125,106.599998474,1.10000002384,5.09999990463,6.19999980927,10.8000001907,9.69999980927,218.0,18.7720661163,99.9000015259,99.8000030518,99.5,43.9000015259,95.6999969482,55.2999992371,99.9000015259,0.300000011921,75.7900009155,6.19999980927,5.53000020981,715.099975586,189.759994507,82.2799987793,60.75,45.2299995422,44.4099998474,35.4799995422,28.2800006866,793.319580078,658,1391.7109375,89.0494995117,1248,1248,65.9000015259,99.5999984741,8180.75537109,375.799987793,846.0,302.0,741.0,271.0,6943.0,565.0,0.453559994698,1240.0,269768.0,22.3700008392,64.1200027466,23587.0,230310.0
111.269996643,13249.2998047,5.09999990463,347.899993896,419.799987793,86.7210006714,18.3810005188,18.6000003815,28.7238006592,39.6530990601,115.419998169,0.10039511323,46308.5,0.0450371354818,4.84999990463,6.01999998093,1962.66003418,1758.43994141,130.839996338,197.929992676,9920657,0.0196305979043,4.19999980927,54280,1.34430336952,12.4300003052,9948.77246094,0.18779066205,46225.1992188,-0.00499999988824,44898.6992188,0.168917357922,12882.9003906,3322.04711914,286.95199585,106.599998474,6643.62597656,0.0140000004321,0.708000004292,73976.1953125,856.424072266,0.708000004292,0.291999995708,0.891477704048,53636.0,226.214157104,8.5,3.79999995232,549075.8125,106.599998474,1.10000002384,5.09999990463,6.19999980927,10.8000001907,9.69999980927,218.0,18.7720661163,99.9000015259,99.8000030518,99.5,43.9000015259,95.6999969482,55.2999992371,99.9000015259,0.300000011921,75.7900009155,6.19999980927,5.53000020981,715.099975586,180.119995117,84.3399963379,53.7299995422,42.9799995422,41.5800018311,34.8600006104,28.0400009155,793.319580078,658,1391.7109375,89.0494995117,1246,1246,65.9000015259,99.5999984741,8180.75537109,375.799987793,846.0,302.0,741.0,271.0,6943.0,565.0,0.453559994698,1240.0,269768.0,22.3700008392,64.1200027466,23587.0,230310.0
111.269996643,13249.2998047,5.09999990463,347.899993896,419.799987793,86.7210006714,18.3810005188,18.6000003815,28.3869991302,39.3708992004,116.349998474,0.10039511323,46308.5,0.0450371354818,4.84999990463,6.01999998093,1991.29003906,1765.38000488,130.919998169,196.410003662,9920657,0.0196305979043,4.19999980927,54280,1.34430336952,12.4300003052,9948.77246094,0.18779066205,46225.1992188,-0.00499999988824,44898.6992188,0.168917357922,12882.9003906,3322.04711914,286.95199585,106.599998474,6643.62597656,0.0140000004321,0.708000004292,73976.1953125,856.424072266,0.708000004292,0.291999995708,0.891477704048,53636.0,226.214157104,8.5,3.79999995232,549075.8125,106.599998474,1.10000002384,5.09999990463,6.19999980927,10.8000001907,9.69999980927,218.0,18.7720661163,99.9000015259,99.8000030518,99.5,43.9000015259,95.6999969482,55.2999992371,99.9000015259,0.300000011921,75.7900009155,6.19999980927,5.53000020981,715.099975586,180.119995117,84.3399963379,53.7299995422,42.9799995422,41.5800018311,34.8600006104,28.0400009155,793.319580078,658,1391.7109375,89.0494995117,1245,1245,65.9000015259,99.5999984741,8180.75537109,375.799987793,846.0,302.0,741.0,271.0,6943.0,565.0,0.453559994698,1240.0,269768.0,22.3700008392,64.1200027466,23587.0,230310.0
111.269996643,13249.2998047,5.09999990463,347.899993896,419.799987793,86.7210006714,18.3810005188,18.6000003815,28.2145004272,39.3181991577,114.790000916,0.10039511323,46308.5,0.0450371354818,4.84999990463,6.01999998093,2017.81994629,1772.82995605,131.11000061,198.160003662,9920657,0.0196305979043,4.19999980927,54280,1.34430336952,12.4300003052,9948.77246094,0.18779066205,46225.1992188,-0.00499999988824,44898.6992188,0.168917357922,12882.9003906,3322.04711914,286.95199585,106.599998474,6643.62597656,0.0140000004321,0.708000004292,73976.1953125,856.424072266,0.708000004292,0.291999995708,0.891477704048,53636.0,226.214157104,8.5,3.79999995232,549075.8125,106.599998474,1.10000002384,5.09999990463,6.19999980927,10.8000001907,9.69999980927,218.0,18.7720661163,99.9000015259,99.8000030518,99.5,43.9000015259,95.6999969482,55.2999992371,99.9000015259,0.300000011921,75.7900009155,6.19999980927,5.53000020981,715.099975586,180.119995117,84.3399963379,53.7299995422,42.9799995422,41.5800018311,34.8600006104,28.0400009155,793.319580078,658,1391.7109375,89.0494995117,1244,1244,65.9000015259,99.5999984741,8180.75537109,375.799987793,846.0,302.0,741.0,271.0,6943.0,565.0,0.453559994698,1240.0,269768.0,22.3700008392,64.1200027466,23587.0,230310.0
111.269996643,13249.2998047,5.09999990463,347.899993896,419.799987793,86.7210006714,18.3810005188,18.6000003815,28.1741008759,39.3776016235,115.970001221,0.10039511323,46308.5,0.0450371354818,4.84999990463,6.01999998093,2012.68005371,1764.95996094,131.029998779,198.160003662,9920657,0.0196305979043,4.19999980927,54280,1.34430336952,12.4300003052,9948.77246094,0.18779066205,46225.1992188,-0.00499999988824,44898.6992188,0.168917357922,12882.9003906,3322.04711914,286.95199585,106.599998474,6643.62597656,0.0140000004321,0.708000004292,73976.1953125,856.424072266,0.708000004292,0.291999995708,0.891477704048,53636.0,226.214157104,8.5,3.79999995232,549075.8125,106.599998474,1.10000002384,5.09999990463,6.19999980927,10.8000001907,9.69999980927,218.0,18.7720661163,99.9000015259,99.8000030518,99.5,43.9000015259,95.6999969482,55.2999992371,99.9000015259,0.300000011921,75.7900009155,6.19999980927,5.53000020981,715.099975586,180.119995117,84.3399963379,53.7299995422,42.9799995422,41.5800018311,34.8600006104,28.0400009155,793.319580078,658,1391.7109375,89.0494995117,1243,1243,65.9000015259,99.5999984741,8180.75537109,375.799987793,846.0,302.0,741.0,271.0,6943.0,565.0,0.453559994698,1240.0,269768.0,22.3700008392,64.1200027466,23587.0,230310.0
111.269996643,13249.2998047,5.09999990463,347.899993896,419.799987793,86.7210006714,18.3810005188,18.6000003815,28.1741008759,39.3776016235,115.970001221,0.10039511323,46308.5,0.0450371354818,4.84999990463,6.01999998093,2012.68005371,1764.95996094,131.059997559,201.63999939,9920657,0.0196305979043,4.19999980927,54280,1.34430336952,12.4300003052,9948.77246094,0.18779066205,46225.1992188,-0.00499999988824,44898.6992188,0.168917357922,12882.9003906,3322.04711914,286.95199585,106.599998474,6643.62597656,0.0140000004321,0.708000004292,73976.1953125,856.424072266,0.708000004292,0.291999995708,0.891477704048,53636.0,226.214157104,8.5,3.79999995232,549075.8125,106.599998474,1.10000002384,5.09999990463,6.19999980927,10.8000001907,9.69999980927,218.0,18.7720661163,99.9000015259,99.8000030518,99.5,43.9000015259,95.6999969482,55.2999992371,99.9000015259,0.300000011921,75.7900009155,6.19999980927,5.53000020981,715.099975586,180.119995117,84.3399963379,53.7299995422,42.9799995422,41.5800018311,34.8600006104,28.0400009155,793.319580078,658,1391.7109375,89.0494995117,1242,1242,65.9000015259,99.5999984741,8180.75537109,375.799987793,846.0,302.0,741.0,271.0,6943.0,565.0,0.453559994698,1240.0,269768.0,22.3700008392,64.1200027466,23587.0,230310.0
111.269996643,13249.2998047,5.09999990463,347.899993896,419.799987793,86.7210006714,18.3810005188,18.6000003815,28.1741008759,39.3776016235,115.970001221,0.10039511323,46308.5,0.0450371354818,4.84999990463,6.01999998093,2012.68005371,1764.95996094,131.059997559,202.690002441,9920657,0.0196305979043,4.19999980927,54280,1.34430336952,12.4300003052,9948.77246094,0.18779066205,46225.1992188,-0.00499999988824,44898.6992188,0.168917357922,12882.9003906,3322.04711914,286.95199585,106.599998474,6643.62597656,0.0140000004321,0.708000004292,73976.1953125,856.424072266,0.708000004292,0.291999995708,0.891477704048,53636.0,226.214157104,8.5,3.79999995232,549075.8125,106.599998474,1.10000002384,5.09999990463,6.19999980927,10.8000001907,9.69999980927,218.0,18.7720661163,99.9000015259,99.8000030518,99.5,43.9000015259,95.6999969482,55.2999992371,99.9000015259,0.300000011921,75.7900009155,6.19999980927,5.53000020981,715.099975586,180.119995117,84.3399963379,53.7299995422,42.9799995422,41.5800018311,34.8600006104,28.0400009155,793.319580078,658,1391.7109375,89.0494995117,1241,1241,65.9000015259,99.5999984741,8180.75537109,375.799987793,846.0,302.0,741.0,271.0,6943.0,565.0,0.453559994698,1240.0,269768.0,22.3700008392,64.1200027466,23587.0,230310.0
111.269996643,13249.2998047,5.09999990463,347.899993896,419.799987793,86.7210006714,18.3810005188,18.6000003815,28.2416000366,39.3937988281,115.040000916,0.10039511323,46308.5,0.0450371354818,4.84999990463,6.01999998093,2024.91003418,1764.95996094,131.059997559,202.690002441,9920657,0.0196305979043,4.19999980927,54280,1.34430336952,12.4300003052,9948.77246094,0.18779066205,46225.1992188,-0.00499999988824,44898.6992188,0.168917357922,12882.9003906,3322.04711914,286.95199585,106.599998474,6643.62597656,0.0140000004321,0.708000004292,73976.1953125,856.424072266,0.708000004292,0.291999995708,0.891477704048,53636.0,226.214157104,8.5,3.79999995232,549075.8125,106.599998474,1.10000002384,5.09999990463,6.19999980927,10.8000001907,9.69999980927,218.0,18.7720661163,99.9000015259,99.8000030518,99.5,43.9000015259,95.6999969482,55.2999992371,99.9000015259,0.300000011921,75.7900009155,6.19999980927,5.53000020981,715.099975586,180.119995117,84.3399963379,53.7299995422,42.9799995422,41.5800018311,34.8600006104,28.0400009155,793.319580078,658,1391.7109375,89.0494995117,1240,1240,65.9000015259,99.5999984741,8180.75537109,375.799987793,846.0,302.0,741.0,271.0,6943.0,565.0,0.453559994698,1240.0,269768.0,22.3700008392,64.1200027466,23587.0,230310.0
111.269996643,13249.2998047,5.09999990463,347.899993896,419.799987793,86.7210006714,18.3810005188,18.6000003815,28.2549991608,39.314201355,113.059997559,0.10039511323,46308.5,0.0450371354818,4.84999990463,6.01999998093,2024.91003418,1764.95996094,131.059997559,206.399993896,9920657,0.0196305979043,4.19999980927,54280,1.34430336952,12.4300003052,9948.77246094,0.18779066205,46225.1992188,-0.00499999988824,44898.6992188,0.168917357922,12882.9003906,3322.04711914,286.95199585,106.599998474,6643.62597656,0.0140000004321,0.708000004292,73976.1953125,856.424072266,0.708000004292,0.291999995708,0.891477704048,53636.0,226.214157104,8.5,3.79999995232,549075.8125,106.599998474,1.10000002384,5.09999990463,6.19999980927,10.8000001907,9.69999980927,218.0,18.7720661163,99.9000015259,99.8000030518,99.5,43.9000015259,95.6999969482,55.2999992371,99.9000015259,0.300000011921,75.7900009155,6.19999980927,5.53000020981,715.099975586,180.119995117,84.3399963379,53.7299995422,42.9799995422,41.5800018311,34.8600006104,28.0400009155,793.319580078,658,1391.7109375,89.0494995117,1239,1239,65.9000015259,99.5999984741,8180.75537109,375.799987793,846.0,302.0,741.0,271.0,6943.0,565.0,0.453559994698,1240.0,269768.0,22.3700008392,64.1200027466,23587.0,230310.0
111.269996643,13249.2998047,5.09999990463,347.899993896,419.799987793,86.7210006714,18.3810005188,18.6000003815,28.3738002777,39.4398994446,115.940002441,0.10039511323,46308.5,0.0450371354818,4.84999990463,6.01999998093,2012.2199707,1779.23999023,131.029998779,206.399993896,9920657,0.0196305979043,4.19999980927,54280,1.34430336952,12.4300003052,9948.77246094,0.18779066205,46225.1992188,-0.00499999988824,44898.6992188,0.168917357922,12882.9003906,3322.04711914,286.95199585,106.599998474,6643.62597656,0.0140000004321,0.708000004292,73976.1953125,856.424072266,0.708000004292,0.291999995708,0.891477704048,53636.0,226.214157104,8.5,3.79999995232,549075.8125,106.599998474,1.10000002384,5.09999990463,6.19999980927,10.8000001907,9.69999980927,218.0,18.7720661163,99.9000015259,99.8000030518,99.5,43.9000015259,95.6999969482,55.2999992371,99.9000015259,0.300000011921,75.7900009155,6.19999980927,5.53000020981,715.099975586,180.119995117,84.3399963379,53.7299995422,42.9799995422,41.5800018311,34.8600006104,28.0400009155,793.319580078,658,1391.7109375,89.0494995117,1280,1280,65.9000015259,99.5999984741,8180.75537109,375.799987793,846.0,302.0,741.0,271.0,6943.0,565.0,0.453559994698,1240.0,269768.0,22.3700008392,64.1200027466,23587.0,230310.0
111.269996643,13249.2998047,5.09999990463,347.899993896,419.799987793,86.7210006714,18.3810005188,18.6000003815,28.5456008911,39.4499015808,115.430000305,0.10039511323,46308.5,0.0450371354818,4.84999990463,6.01999998093,1949.34997559,1731.80004883,131.0,203.929992676,9920657,0.0196305979043,4.19999980927,54280,1.34430336952,12.4300003052,9948.77246094,0.18779066205,46225.1992188,-0.00499999988824,44898.6992188,0.168917357922,12882.9003906,3322.04711914,286.95199585,106.599998474,6643.62597656,0.0140000004321,0.708000004292,73976.1953125,856.424072266,0.708000004292,0.291999995708,0.891477704048,53636.0,226.214157104,8.5,3.79999995232,549075.8125,106.599998474,1.10000002384,5.09999990463,6.19999980927,10.8000001907,9.69999980927,218.0,18.7720661163,99.9000015259,99.8000030518,99.5,43.9000015259,95.6999969482,55.2999992371,99.9000015259,0.300000011921,75.7900009155,6.19999980927,5.53000020981,715.099975586,180.119995117,84.3399963379,53.7299995422,42.9799995422,41.5800018311,34.8600006104,28.0400009155,793.319580078,658,1391.7109375,89.0494995117,1302,1302,65.9000015259,99.5999984741,8180.75537109,375.799987793,846.0,302.0,741.0,271.0,6943.0,565.0,0.453559994698,1240.0,269768.0,22.3700008392,64.1200027466,23587.0,230310.0
111.269996643,13249.2998047,5.09999990463,347.899993896,419.799987793,86.7210006714,18.3810005188,18.6000003815,28.6149997711,39.7980003357,113.839996338,0.10039511323,46308.5,0.0450371354818,4.84999990463,6.01999998093,1929.86999512,1719.94995117,130.949996948,205.309997559,9920657,0.0196305979043,4.19999980927,54280,1.34430336952,12.4300003052,9948.77246094,0.18779066205,46225.1992188,-0.00499999988824,44898.6992188,0.168917357922,12882.9003906,3322.04711914,286.95199585,106.599998474,6643.62597656,0.0140000004321,0.708000004292,73976.1953125,856.424072266,0.708000004292,0.291999995708,0.891477704048,53636.0,226.214157104,8.5,3.79999995232,549075.8125,106.599998474,1.10000002384,5.09999990463,6.19999980927,10.8000001907,9.69999980927,218.0,18.7720661163,99.9000015259,99.8000030518,99.5,43.9000015259,95.6999969482,55.2999992371,99.9000015259,0.300000011921,75.7900009155,6.19999980927,5.53000020981,715.099975586,180.119995117,84.3399963379,53.7299995422,42.9799995422,41.5800018311,34.8600006104,28.0400009155,793.319580078,658,1391.7109375,89.0494995117,1306,1306,65.9000015259,99.5999984741,8180.75537109,375.799987793,846.0,302.0,741.0,271.0,6943.0,565.0,0.453559994698,1240.0,269768.0,22.3700008392,64.1200027466,23587.0,230310.0
111.269996643,13249.2998047,5.09999990463,347.899993896,419.799987793,86.7210006714,18.3810005188,18.6000003815,28.6149997711,39.7980003357,113.839996338,0.10039511323,46308.5,0.0450371354818,4.84999990463,6.01999998093,1929.86999512,1719.94995117,130.949996948,205.309997559,9920657,0.0196305979043,4.19999980927,54280,1.34430336952,12.4300003052,9948.77246094,0.18779066205,46225.1992188,-0.00499999988824,44898.6992188,0.168917357922,12882.9003906,3322.04711914,286.95199585,106.599998474,6643.62597656,0.0140000004321,0.708000004292,73976.1953125,856.424072266,0.708000004292,0.291999995708,0.891477704048,53636.0,226.214157104,8.5,3.79999995232,549075.8125,106.599998474,1.10000002384,5.09999990463,6.19999980927,10.8000001907,9.69999980927,218.0,18.7720661163,99.9000015259,99.8000030518,99.5,43.9000015259,95.6999969482,55.2999992371,99.9000015259,0.300000011921,75.7900009155,6.19999980927,5.53000020981,715.099975586,180.119995117,84.3399963379,53.7299995422,42.9799995422,41.5800018311,34.8600006104,28.0400009155,793.319580078,658,1391.7109375,89.0494995117,1304,1304,65.9000015259,99.5999984741,8180.75537109,375.799987793,846.0,302.0,741.0,271.0,6943.0,565.0,0.453559994698,1240.0,269768.0,22.3700008392,64.1200027466,23587.0,230310.0
111.269996643,13249.2998047,5.09999990463,347.899993896,419.799987793,86.7210006714,18.3810005188,18.6000003815,28.6149997711,39.7980003357,113.839996338,0.10039511323,46308.5,0.0450371354818,4.84999990463,6.01999998093,1929.86999512,1719.94995117,130.949996948,205.309997559,9920657,0.0196305979043,4.19999980927,54280,1.34430336952,12.4300003052,9948.77246094,0.18779066205,46225.1992188,-0.00499999988824,44898.6992188,0.168917357922,12882.9003906,3322.04711914,286.95199585,106.599998474,6643.62597656,0.0140000004321,0.708000004292,73976.1953125,856.424072266,0.708000004292,0.291999995708,0.891477704048,53636.0,226.214157104,8.5,3.79999995232,549075.8125,106.599998474,1.10000002384,5.09999990463,6.19999980927,10.8000001907,9.69999980927,218.0,18.7720661163,99.9000015259,99.8000030518,99.5,43.9000015259,95.6999969482,55.2999992371,99.9000015259,0.300000011921,75.7900009155,6.19999980927,5.53000020981,715.099975586,180.119995117,84.3399963379,53.7299995422,42.9799995422,41.5800018311,34.8600006104,28.0400009155,793.319580078,658,1391.7109375,89.0494995117,1365,1365,65.9000015259,99.5999984741,8180.75537109,375.799987793,846.0,302.0,741.0,271.0,6943.0,565.0,0.453559994698,1240.0,269768.0,22.3700008392,64.1200027466,23587.0,230310.0
111.269996643,13249.2998047,5.09999990463,347.899993896,419.799987793,86.7210006714,18.3810005188,18.6000003815,28.5079994202,39.8833007812,113.669998169,0.10039511323,46308.5,0.0450371354818,4.84999990463,6.01999998093,1944.91003418,1726.7800293,130.990005493,198.410003662,9920657,0.0196305979043,4.19999980927,54280,1.34430336952,12.4300003052,9948.77246094,0.18779066205,46225.1992188,-0.00499999988824,44898.6992188,0.168917357922,12882.9003906,3322.04711914,286.95199585,106.599998474,6643.62597656,0.0140000004321,0.708000004292,73976.1953125,856.424072266,0.708000004292,0.291999995708,0.891477704048,53636.0,226.214157104,8.5,3.79999995232,549075.8125,106.599998474,1.10000002384,5.09999990463,6.19999980927,10.8000001907,9.69999980927,218.0,18.7720661163,99.9000015259,99.8000030518,99.5,43.9000015259,95.6999969482,55.2999992371,99.9000015259,0.300000011921,75.7900009155,6.19999980927,5.53000020981,715.099975586,180.119995117,84.3399963379,53.7299995422,42.9799995422,41.5800018311,34.8600006104,28.0400009155,793.319580078,658,1391.7109375,89.0494995117,1364,1364,65.9000015259,99.5999984741,8180.75537109,375.799987793,846.0,302.0,741.0,271.0,6943.0,565.0,0.453559994698,1240.0,269768.0,22.3700008392,64.1200027466,23587.0,230310.0
111.269996643,13249.2998047,5.09999990463,347.899993896,419.799987793,86.7210006714,18.3810005188,18.6000003815,28.7369995117,40.1717987061,108.519996643,0.10039511323,46308.5,0.0450371354818,4.84999990463,6.01999998093,1906.82995605,1700.54003906,131.050003052,198.419998169,9920657,0.0196305979043,4.19999980927,54280,1.34430336952,12.4300003052,9948.77246094,0.18779066205,46225.1992188,-0.00499999988824,44898.6992188,0.168917357922,12882.9003906,3322.04711914,286.95199585,106.599998474,6643.62597656,0.0140000004321,0.708000004292,73976.1953125,856.424072266,0.708000004292,0.291999995708,0.891477704048,53636.0,226.214157104,8.5,3.79999995232,549075.8125,106.599998474,1.10000002384,5.09999990463,6.19999980927,10.8000001907,9.69999980927,218.0,18.7720661163,99.9000015259,99.8000030518,99.5,43.9000015259,95.6999969482,55.2999992371,99.9000015259,0.300000011921,75.7900009155,6.19999980927,5.53000020981,715.099975586,180.119995117,84.3399963379,53.7299995422,42.9799995422,41.5800018311,34.8600006104,28.0400009155,793.319580078,658,1391.7109375,89.0494995117,1363,1363,65.9000015259,99.5999984741,8180.75537109,375.799987793,846.0,302.0,741.0,271.0,6943.0,565.0,0.453559994698,1240.0,269768.0,22.3700008392,64.1200027466,23587.0,230310.0
